latitude,longitude,description,"location_description","primary_type"
"41.955436401","-87.679652922","ATTEMPT THEFT","SMALL RETAIL STORE",THEFT
"41.846820192","-87.647298713","AGG PRO.EMP: OTHER DANG WEAPON","CTA STATION",ASSAULT
"41.739727015","-87.604910522","TO LAND","DEPARTMENT STORE","CRIMINAL TRESPASS"
"41.900039997","-87.72378279","AGGRAVATED: HANDGUN",SIDEWALK,BATTERY
"41.772683365","-87.576474917","OBSTRUCTING IDENTIFICATION",STREET,"INTERFERENCE WITH PUBLIC OFFICER"
"41.898436079","-87.76973442",SIMPLE,APARTMENT,ASSAULT
"41.77488746","-87.625178489","STRONGARM - NO WEAPON","CTA BUS STOP",ROBBERY
"41.799650635","-87.60392421",SIMPLE,RESIDENCE,ASSAULT
"41.973457931","-87.751627651","TO LAND","RESIDENCE PORCH/HALLWAY","CRIMINAL TRESPASS"
"41.889227514","-87.658953756","$500 AND UNDER",RESIDENCE,THEFT
"41.779012821","-87.664208692","TO LAND",RESTAURANT,"CRIMINAL TRESPASS"
"41.795991039","-87.630542489","RETAIL THEFT","COMMERCIAL / BUSINESS OFFICE",THEFT
"41.75089655","-87.627813307","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.783240714","-87.623784954","ARMED: HANDGUN",STREET,ROBBERY
"41.682596015","-87.615421182","TO RESIDENCE",RESIDENCE,"CRIMINAL TRESPASS"
"41.867414944","-87.627231186","RETAIL THEFT","DRUG STORE",THEFT
"41.931751401","-87.796721208","OVER $500",RESIDENCE,THEFT
"41.767861423","-87.684551821","STRONGARM - NO WEAPON",SIDEWALK,ROBBERY
"41.920806061","-87.769522913","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.982328277","-87.775622885","TO LAND",STREET,"CRIMINAL TRESPASS"
"41.777601657","-87.605867915","AGGRAVATED: OTHER",APARTMENT,"CRIM SEXUAL ASSAULT"
"41.810676762","-87.675199089","$500 AND UNDER","SMALL RETAIL STORE",THEFT
"41.871867571","-87.630600457","FROM BUILDING",RESTAURANT,THEFT
"41.885442703","-87.702320507","TO VEHICLE","VEHICLE NON-COMMERCIAL","CRIMINAL DAMAGE"
"41.871867571","-87.630600457","CREDIT CARD FRAUD",RESTAURANT,"DECEPTIVE PRACTICE"
"41.868277934","-87.627441974",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.892887262","-87.768626261","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.976762981","-87.900983721",SIMPLE,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",ASSAULT
"41.911056298","-87.642525972","TO VEHICLE",SIDEWALK,"CRIMINAL DAMAGE"
"41.732465825","-87.58277612","$500 AND UNDER",STREET,THEFT
"41.728740563","-87.596150779",SIMPLE,"SCHOOL, PUBLIC, GROUNDS",BATTERY
"41.886815171","-87.726831815","OBSTRUCTING SERVICE",SIDEWALK,"INTERFERENCE WITH PUBLIC OFFICER"
"41.725752921","-87.601445405","THEFT OF LOST/MISLAID PROP",STREET,"DECEPTIVE PRACTICE"
"41.839410287","-87.646313633","FROM BUILDING","SMALL RETAIL STORE",THEFT
"41.7293836","-87.642211804","FROM BUILDING",RESIDENCE,THEFT
"41.812958239","-87.696800092",SIMPLE,"RESIDENTIAL YARD (FRONT/BACK)",ASSAULT
"41.722742235","-87.63719125","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL",BATTERY
"41.757100875","-87.63445976","OTHER VEHICLE OFFENSE",STREET,"OTHER OFFENSE"
"41.885150434","-87.652125613","FROM BUILDING",RESTAURANT,THEFT
"41.88171846","-87.627760426","CREDIT CARD FRAUD","SMALL RETAIL STORE","DECEPTIVE PRACTICE"
"41.891893286","-87.628074498","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.751528912","-87.548046864",SIMPLE,"CTA BUS",BATTERY
"41.919764211","-87.716848971","RECKLESS FIREARM DISCHARGE",STREET,"WEAPONS VIOLATION"
"41.917550863","-87.713512018","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.880560303","-87.641730873","FROM BUILDING",RESTAURANT,THEFT
"41.773406268","-87.643337792","GUN OFFENDER: DUTY TO REGISTER",ALLEY,"OTHER OFFENSE"
"41.967425488","-87.753664495","AGGRAVATED: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)",ASSAULT
"41.994916506","-87.697109092","AGGRAVATED: OTHER DANG WEAPON",ALLEY,BATTERY
"41.872840816","-87.624193744","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.762401555","-87.576218227","OBSTRUCTING IDENTIFICATION",STREET,"INTERFERENCE WITH PUBLIC OFFICER"
"41.769706937","-87.585447076","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.893301278","-87.626321754","CREDIT CARD FRAUD","GROCERY FOOD STORE","DECEPTIVE PRACTICE"
"41.911091345","-87.64014493","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.692310261","-87.621043241","OVER $500",STREET,THEFT
"41.975983872","-87.84493121","TO PROPERTY",OTHER,"CRIMINAL DAMAGE"
"41.909664252","-87.742728815","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.897560025","-87.756889953","FIRST DEGREE MURDER",STREET,HOMICIDE
"41.894453197","-87.718723215",SIMPLE,SIDEWALK,ASSAULT
"41.852461545","-87.723522653","$500 AND UNDER",APARTMENT,THEFT
"41.894950514","-87.623644357","FROM BUILDING",RESTAURANT,THEFT
"41.837588626","-87.637738781","FORCIBLE ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.755797128","-87.634426259",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.734547924","-87.585594973","RETAIL THEFT","CONVENIENCE STORE",THEFT
"41.881984017","-87.697176735","$500 AND UNDER",RESIDENCE,THEFT
"41.851891472","-87.696355505","TO VEHICLE","VEHICLE NON-COMMERCIAL","CRIMINAL DAMAGE"
"41.919520368","-87.760921537",SIMPLE,"SCHOOL, PUBLIC, BUILDING",ASSAULT
"41.794733492","-87.620192694","TELEPHONE THREAT",APARTMENT,"OTHER OFFENSE"
"41.761988329","-87.564820216","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.778923367","-87.70624024",SIMPLE,"GROCERY FOOD STORE",ASSAULT
"41.883475491","-87.627876969","$500 AND UNDER","SMALL RETAIL STORE",THEFT
"41.678814021","-87.646812771","AGGRAVATED: HANDGUN",STREET,ASSAULT
"41.754691074","-87.557038686","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, GROUNDS",ASSAULT
"41.725853795","-87.594480352","AGGRAVATED:KNIFE/CUTTING INSTR",RESIDENCE,ASSAULT
"41.954285117","-87.66935621",SIMPLE,RESTAURANT,BATTERY
"41.892631803","-87.618362824",AUTOMOBILE,"RESIDENCE-GARAGE","MOTOR VEHICLE THEFT"
"41.910835515","-87.653351515","FROM BUILDING",RESTAURANT,THEFT
"41.880930121","-87.709665123","NON-AGGRAVATED",APARTMENT,"CRIM SEXUAL ASSAULT"
"41.739381109","-87.580621746",SIMPLE,"SCHOOL, PUBLIC, GROUNDS",ASSAULT
"41.71721703","-87.537699773",SIMPLE,STREET,ASSAULT
"41.778016993","-87.738611191",SIMPLE,STREET,ASSAULT
"41.769916749","-87.663954978",SIMPLE,"CONVENIENCE STORE",ASSAULT
"41.754988848","-87.731101768","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"42.01124684","-87.696059587","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.917860934","-87.672180977","FOUND SUSPECT NARCOTICS","GAS STATION",NARCOTICS
"41.891620575","-87.63148948","TELEPHONE THREAT",OTHER,"OTHER OFFENSE"
"41.757614433","-87.586115266","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.891981086","-87.640241413","OVER $500",STREET,THEFT
"41.710113947","-87.624794796",SIMPLE,RESIDENCE,ASSAULT
"41.70662559","-87.650120579","RECKLESS CONDUCT",STREET,"PUBLIC PEACE VIOLATION"
"41.796926272","-87.66587806","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.90690686","-87.746049479","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.907446122","-87.650070174","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.882391602","-87.632372671","CREDIT CARD FRAUD","SMALL RETAIL STORE","DECEPTIVE PRACTICE"
"42.020771125","-87.67072217","TO LAND",ALLEY,"CRIMINAL TRESPASS"
"41.939371512","-87.700671758","FROM BUILDING",APARTMENT,THEFT
"41.885879253","-87.630979425","POCKET-PICKING","CTA TRAIN",THEFT
"41.765191943","-87.69793958",SIMPLE,"PARK PROPERTY",ASSAULT
"41.932757206","-87.647032742",SIMPLE,OTHER,BATTERY
"41.758306319","-87.55637571","AGGRAVATED FINANCIAL IDENTITY THEFT",RESIDENCE,"DECEPTIVE PRACTICE"
"41.90928607","-87.772949058","POSS: CANNABIS MORE THAN 30GMS",STREET,NARCOTICS
"41.699026207","-87.658890399",SIMPLE,BARBERSHOP,BATTERY
"41.923190483","-87.72795727","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.794133772","-87.634692019","POSS: HEROIN(WHITE)",STREET,NARCOTICS
"41.963483344","-87.724230032","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.780725442","-87.652099054","AGGRAVATED: OTHER DANG WEAPON",STREET,BATTERY
"41.875975619","-87.696457891","AGGRAVATED: OTHER DANG WEAPON",STREET,ASSAULT
"41.673548279","-87.616795523",SIMPLE,OTHER,ASSAULT
"41.879955866","-87.680040875","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PUBLIC, BUILDING",ASSAULT
"41.753215027","-87.594983903","TO RESIDENCE",RESIDENCE,"CRIMINAL TRESPASS"
"41.683976457","-87.615427802","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.780655796","-87.653313373","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.943552694","-87.688162342","$500 AND UNDER","GROCERY FOOD STORE",THEFT
"41.838141058","-87.724385227","$500 AND UNDER","CONVENIENCE STORE",THEFT
"41.983871204","-87.716227239","$500 AND UNDER",STREET,THEFT
"41.930586286","-87.749709438","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.93857003","-87.803051984","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.93703432","-87.744696263","HOME INVASION",APARTMENT,BURGLARY
"41.883500187","-87.627876698","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.908116698","-87.631576996","OVER $500",STREET,THEFT
"41.800464977","-87.723370404",AGGRAVATED,OTHER,ROBBERY
"41.897709629","-87.653314471","VIOLATE ORDER OF PROTECTION",RESIDENCE,"OTHER OFFENSE"
"41.690146115","-87.613297918","OVER $500",APARTMENT,THEFT
"41.734767311","-87.608699972","FINANCIAL IDENTITY THEFT OVER $ 300",RESIDENCE,"DECEPTIVE PRACTICE"
"41.88106593","-87.632339422","FROM BUILDING","SMALL RETAIL STORE",THEFT
"41.970751716","-87.769137836","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.955235486","-87.748212567",SIMPLE,"RESIDENCE PORCH/HALLWAY",ASSAULT
"41.896543094","-87.637698101","CREDIT CARD FRAUD","GAS STATION","DECEPTIVE PRACTICE"
"41.958247892","-87.719173124","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.781731648","-87.587862886","NOTIFICATION OF STALKING - NO CONTACT ORDER",SIDEWALK,"NON-CRIMINAL"
"41.951455203","-87.763187179","ARSON THREAT","RESIDENCE-GARAGE","PUBLIC PEACE VIOLATION"
"41.649713173","-87.538659027","STRONGARM - NO WEAPON",STREET,ROBBERY
"41.891060252","-87.768759881",SIMPLE,SIDEWALK,ASSAULT
"41.744993205","-87.656496738","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.968938879","-87.710936491",SIMPLE,OTHER,BATTERY
"41.754796807","-87.668407414","POSS: BARBITUATES",STREET,NARCOTICS
"41.772972076","-87.644610871",SIMPLE,"GAS STATION",BATTERY
"41.85504843","-87.640144775","AGGRAVATED: OTHER DANG WEAPON",WAREHOUSE,BATTERY
"41.789485613","-87.683915798","FRAUD OR CONFIDENCE GAME","AUTO / BOAT / RV DEALERSHIP","DECEPTIVE PRACTICE"
"41.896772914","-87.621464432","CRIMINAL SEXUAL ABUSE","HOSPITAL BUILDING/GROUNDS","SEX OFFENSE"
"41.888190152","-87.623877108","OVER $500",STREET,THEFT
"41.903509764","-87.717806169","AGGRAVATED: HANDGUN","PARKING LOT/GARAGE(NON.RESID.)",ASSAULT
"41.695992061","-87.665655777","FINANCIAL IDENTITY THEFT OVER $ 300","SMALL RETAIL STORE","DECEPTIVE PRACTICE"
"41.766343251","-87.610441476","FINANCIAL IDENTITY THEFT OVER $ 300",APARTMENT,"DECEPTIVE PRACTICE"
"41.900876808","-87.637338836",SIMPLE,ALLEY,BATTERY
"41.806052859","-87.592319866","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"42.007961462","-87.662719889",SIMPLE,OTHER,ASSAULT
"41.823683257","-87.62870615","AGGRAVATED: HANDGUN",STREET,ASSAULT
"41.871461723","-87.627517093","FROM BUILDING",RESTAURANT,THEFT
"42.002282312","-87.670505657",SIMPLE,RESIDENCE,BATTERY
"41.814589539","-87.723838015","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.768795301","-87.618559201",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.89934083","-87.642013121","$500 AND UNDER",RESIDENCE,THEFT
"41.938565624","-87.814096758","UNLAWFUL ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.781731648","-87.587862886",SIMPLE,APARTMENT,ASSAULT
"41.930076795","-87.718855435","CHILD ABDUCTION","SCHOOL, PUBLIC, BUILDING","OFFENSE INVOLVING CHILDREN"
"41.945688582","-87.649437757",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.891557116","-87.635937868","FROM BUILDING","SMALL RETAIL STORE",THEFT
"41.879417992","-87.68148947",SIMPLE,STREET,ASSAULT
"41.77268139","-87.631944444","TO PROPERTY",APARTMENT,"CRIMINAL DAMAGE"
"41.87046297","-87.720260149",SIMPLE,STREET,ASSAULT
"41.877935188","-87.72899045","$500 AND UNDER",RESIDENCE,THEFT
"41.951090555","-87.6566147","$500 AND UNDER",APARTMENT,THEFT
"41.814319962","-87.703873829","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.879876814","-87.627718261","RETAIL THEFT","DRUG STORE",THEFT
"41.882470918","-87.627847625","CREDIT CARD FRAUD","SMALL RETAIL STORE","DECEPTIVE PRACTICE"
"41.891694878","-87.626155832","ILLEGAL USE CASH CARD","DEPARTMENT STORE","DECEPTIVE PRACTICE"
"41.870972358","-87.704335347","POSS: CANNABIS 30GMS OR LESS",STREET,NARCOTICS
"41.939862617","-87.719867825","FRAUD OR CONFIDENCE GAME",APARTMENT,"DECEPTIVE PRACTICE"
"41.880521497","-87.644863603","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.897837503","-87.624097243","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.918128472","-87.651760299","FINANCIAL IDENTITY THEFT OVER $ 300","ATM (AUTOMATIC TELLER MACHINE)","DECEPTIVE PRACTICE"
"41.844751354","-87.646436329","ARMED: HANDGUN",OTHER,ROBBERY
"41.850767369","-87.72957291","FRAUD OR CONFIDENCE GAME",SIDEWALK,"DECEPTIVE PRACTICE"
"41.883778241","-87.626235794","CREDIT CARD FRAUD",RESTAURANT,"DECEPTIVE PRACTICE"
"41.754258458","-87.584475669","DOMESTIC BATTERY SIMPLE","RESIDENCE PORCH/HALLWAY",BATTERY
"41.784484203","-87.657053213","POSS: CANNABIS 30GMS OR LESS","SCHOOL, PUBLIC, GROUNDS",NARCOTICS
"41.738920595","-87.663144778","TO LAND","GAS STATION","CRIMINAL TRESPASS"
"41.720357229","-87.566873223","ILLEGAL USE CASH CARD",RESIDENCE,"DECEPTIVE PRACTICE"
"41.981612244","-87.768368909","$500 AND UNDER",APARTMENT,THEFT
"41.882424852","-87.624377884",SIMPLE,RESTAURANT,ASSAULT
"41.882824421","-87.630899043","FROM BUILDING",RESTAURANT,THEFT
"41.849746133","-87.631943733",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.719937498","-87.571021005","VIOLATION OF CIVIL NO CONTACT ORDER",STREET,"OTHER OFFENSE"
"41.736491541","-87.615385513",SIMPLE,"SMALL RETAIL STORE",ASSAULT
"41.888165132","-87.622937212","POCKET-PICKING",SIDEWALK,THEFT
"41.757630995","-87.585708249","DOMESTIC BATTERY SIMPLE","HOSPITAL BUILDING/GROUNDS",BATTERY
"41.883539463","-87.626231082","TO VEHICLE",TAXICAB,"CRIMINAL DAMAGE"
"41.95593379","-87.739375354","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.809301273","-87.711035306","FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.859845219","-87.70548695","POSS: HEROIN(WHITE)",SIDEWALK,NARCOTICS
"41.882394062","-87.627844798","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.740247076","-87.608601727","TELEPHONE THREAT","SCHOOL, PUBLIC, BUILDING","OTHER OFFENSE"
"41.810853063","-87.604402375","$500 AND UNDER",OTHER,THEFT
"41.899295375","-87.694826741","COUNTERFEIT CHECK",RESIDENCE,"DECEPTIVE PRACTICE"
"41.666967939","-87.63562573","TO PROPERTY",RESIDENCE,"CRIMINAL DAMAGE"
"41.801307936","-87.584690956","OVER $500",STREET,THEFT
"41.949202784","-87.705441654","CRIMINAL DEFACEMENT","RESIDENCE-GARAGE","CRIMINAL DAMAGE"
"41.760693994","-87.669775994","TELEPHONE THREAT",RESIDENCE,"OTHER OFFENSE"
"41.793060906","-87.703539139","AGGRAVATED: HANDGUN",STREET,ASSAULT
"41.885371501","-87.744190203",SIMPLE,APARTMENT,ASSAULT
"41.926958828","-87.668515163","FROM BUILDING",APARTMENT,THEFT
"41.906857592","-87.649396829","PRO EMP HANDS NO/MIN INJURY","SCHOOL, PRIVATE, BUILDING",ASSAULT
"41.770608792","-87.620247348","UNLAWFUL ENTRY",APARTMENT,BURGLARY
"41.856723972","-87.658840171",AUTOMOBILE,STREET,"MOTOR VEHICLE THEFT"
"41.75527593","-87.645375495","DOMESTIC BATTERY SIMPLE","RESIDENCE PORCH/HALLWAY",BATTERY
"41.80226856","-87.605636648","FROM BUILDING",RESIDENCE,THEFT
"41.87671722","-87.750317319",SIMPLE,APARTMENT,ASSAULT
"41.880708104","-87.629919733","$500 AND UNDER",RESTAURANT,THEFT
"41.977094683","-87.6598884","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.742974134","-87.605005736",SIMPLE,"PARKING LOT/GARAGE(NON.RESID.)",ASSAULT
"41.783786474","-87.703270582",SIMPLE,"COMMERCIAL / BUSINESS OFFICE",ASSAULT
"41.98253181","-87.660037073",SIMPLE,"COMMERCIAL / BUSINESS OFFICE",BATTERY
"41.833637493","-87.6181758","GAME/DICE",STREET,GAMBLING
"41.740678102","-87.649829359","TELEPHONE THREAT",OTHER,"OTHER OFFENSE"
"41.87926429","-87.743945195","MANU/DELIVER: HEROIN (WHITE)","RESIDENTIAL YARD (FRONT/BACK)",NARCOTICS
"41.891948167","-87.628073894","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.96519153","-87.732284728","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.911197719","-87.766021769","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.897275609","-87.6282173","CREDIT CARD FRAUD",STREET,"DECEPTIVE PRACTICE"
"41.913145617","-87.797332657","UNLAWFUL INTERFERE/VISITATION",RESIDENCE,KIDNAPPING
"41.84395751","-87.712336429",SIMPLE,STREET,ASSAULT
"41.786326928","-87.661954604","TO CITY OF CHICAGO PROPERTY","CTA BUS","CRIMINAL DAMAGE"
"41.891948167","-87.628073894","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.931415894","-87.755302635","AGGRAVATED: OTHER FIREARM",STREET,ASSAULT
"41.894184379","-87.770117054","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.952962181","-87.782952125","HOME INVASION",APARTMENT,BURGLARY
"41.739727015","-87.604910522","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.760837972","-87.632102754","TO VEHICLE","VEHICLE NON-COMMERCIAL","CRIMINAL DAMAGE"
"41.765294699","-87.604757012","PUBLIC INDECENCY",ALLEY,"SEX OFFENSE"
"41.987770843","-87.695664799","BOGUS CHECK",RESIDENCE,"DECEPTIVE PRACTICE"
"41.85978802","-87.72132758","CHILD ABDUCTION",APARTMENT,"OFFENSE INVOLVING CHILDREN"
"41.969815916","-87.659692959","POCKET-PICKING",SIDEWALK,THEFT
"41.932683141","-87.702538662","FROM BUILDING","RESIDENCE PORCH/HALLWAY",THEFT
"41.907437021","-87.693257785","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.884276844","-87.622098929","OVER $500",STREET,THEFT
"41.784292535","-87.653406944","OVER $500",RESIDENCE,THEFT
"41.968815819","-87.674618145","$500 AND UNDER","GROCERY FOOD STORE",THEFT
"41.868571727","-87.660382471","UNLAWFUL ENTRY","RESIDENCE-GARAGE",BURGLARY
"41.823860195","-87.615180752",SIMPLE,"GAS STATION",ASSAULT
"41.77338604","-87.674964556","FROM BUILDING",RESIDENCE,THEFT
"41.79973903","-87.736151203","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.831136848","-87.67642424","TO VEHICLE","PARKING LOT/GARAGE(NON.RESID.)","CRIMINAL DAMAGE"
"41.882394062","-87.627844798","RETAIL THEFT","DEPARTMENT STORE",THEFT
"41.885487535","-87.726422045","THEFT OF LABOR/SERVICES","CTA PLATFORM","DECEPTIVE PRACTICE"
"41.904175263","-87.694447509","DOMESTIC BATTERY SIMPLE","CHA APARTMENT",BATTERY
"41.740247076","-87.608601727","TELEPHONE THREAT","SCHOOL, PUBLIC, BUILDING","OTHER OFFENSE"
"41.865619997","-87.703139583","AGGRAVATED:KNIFE/CUTTING INSTR",RESIDENCE,ASSAULT
"41.764112658","-87.600129909","OTHER CRIME AGAINST PERSON","SCHOOL, PUBLIC, GROUNDS","OTHER OFFENSE"
"41.877529459","-87.68820629",SIMPLE,RESIDENCE,ASSAULT
"41.720278389","-87.548284608","OTHER CRIME AGAINST PERSON",APARTMENT,"OTHER OFFENSE"
"41.761233449","-87.613951544","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.904175263","-87.694447509",SIMPLE,RESIDENCE,BATTERY
"41.935428755","-87.783400598",SIMPLE,"SCHOOL, PUBLIC, BUILDING",BATTERY
"41.721623049","-87.624701342","POCKET-PICKING","CTA STATION",THEFT
"41.869152172","-87.704198989","AGGRAVATED OF A SENIOR CITIZEN",ALLEY,BATTERY
"41.866388583","-87.707188831",SIMPLE,"SMALL RETAIL STORE",ASSAULT
"41.799126422","-87.603915485","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",RESIDENCE,BATTERY
"41.884534571","-87.738347838","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.699341466","-87.623298212","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.694120148","-87.627939823","TELEPHONE THREAT",OTHER,"OTHER OFFENSE"
"41.957590099","-87.700127612","FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.818652422","-87.605722663","HARASSMENT BY TELEPHONE",APARTMENT,"OTHER OFFENSE"
"41.80950879","-87.608371773","$500 AND UNDER",STREET,THEFT
"41.94860071","-87.768079675","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.986181172","-87.658097002","CRIMINAL DEFACEMENT","RESIDENCE PORCH/HALLWAY","CRIMINAL DAMAGE"
"41.861674964","-87.716504195","AGGRAVATED: HANDGUN",STREET,ASSAULT
"41.741626335","-87.721663095","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.693221893","-87.611886916","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST",OTHER,BATTERY
"41.808645557","-87.661846328","STRONGARM - NO WEAPON",SIDEWALK,ROBBERY
"41.878176784","-87.627946266","POCKET-PICKING",STREET,THEFT
"41.824377542","-87.607114398",SIMPLE,APARTMENT,ASSAULT
"41.824377542","-87.607114398",SIMPLE,APARTMENT,ASSAULT
"41.818075262","-87.611675899","FROM BUILDING","SCHOOL, PUBLIC, BUILDING",THEFT
"41.998701228","-87.660613465",SIMPLE,SIDEWALK,BATTERY
"41.773168419","-87.665314244","POSS: CANNABIS 30GMS OR LESS",RESIDENCE,NARCOTICS
"41.876693689","-87.752171843","DOMESTIC BATTERY SIMPLE",STREET,BATTERY
"41.946589887","-87.710911313",SIMPLE,"PARKING LOT/GARAGE(NON.RESID.)",BATTERY
"41.779232682","-87.685328135","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.704103992","-87.68282748","PURSE-SNATCHING",STREET,THEFT
"41.902994061","-87.721440447","DOMESTIC BATTERY SIMPLE",RESIDENCE,BATTERY
"41.807499342","-87.590234482","FINANCIAL IDENTITY THEFT OVER $ 300",OTHER,"DECEPTIVE PRACTICE"
"41.812536415","-87.723762106","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.745614269","-87.553992987","DOMESTIC BATTERY SIMPLE",APARTMENT,BATTERY
"41.810349031","-87.612811703","OTHER VEHICLE OFFENSE","RESIDENTIAL YARD (FRONT/BACK)","OTHER OFFENSE"
"41.905379201","-87.649522814","TO VEHICLE",STREET,"CRIMINAL DAMAGE"
"41.934097156","-87.766340759",SIMPLE,"CTA BUS",ASSAULT
"41.935432921","-87.668504341","RETAIL THEFT","SMALL RETAIL STORE",THEFT
"41.884276937","-87.704920972","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST",RESIDENCE,BATTERY
"41.881183104","-87.68498211","RETAIL THEFT","GROCERY FOOD STORE",THEFT
"41.718257404","-87.576747586","OTHER VEHICLE OFFENSE",RESIDENCE,"OTHER OFFENSE"
"41.869331484","-87.687069794","$500 AND UNDER",STREET,THEFT
"41.81683858","-87.699766152","$500 AND UNDER","PARKING LOT/GARAGE(NON.RESID.)",THEFT
"41.764748911","-87.644401916","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL",BATTERY
"41.786039667","-87.716441383","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,"OTHER OFFENSE"
"41.976013696","-87.757797476","$500 AND UNDER",STREET,THEFT
"41.871961392","-87.697063172","OTHER VEHICLE OFFENSE",STREET,"OTHER OFFENSE"
"41.837157868","-87.645042344","FRAUD OR CONFIDENCE GAME",RESIDENCE,"DECEPTIVE PRACTICE"
"41.756330614","-87.588307179","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST",APARTMENT,BATTERY
"41.892087808","-87.757945501","TO VEHICLE","RESIDENTIAL YARD (FRONT/BACK)","CRIMINAL DAMAGE"
"41.911661815","-87.772792344","ATT: AUTOMOBILE",STREET,"MOTOR VEHICLE THEFT"
"41.735310075","-87.652113885","UNLAWFUL ENTRY",RESIDENCE,BURGLARY
"41.982625308","-87.823573873","FORCIBLE ENTRY",RESIDENCE,BURGLARY
"41.90812206","-87.763378219","FORCIBLE ENTRY",APARTMENT,BURGLARY
"41.785213857","-87.711392956","FORCIBLE ENTRY",RESIDENCE,BURGLARY
